form_name,form_subtype,office_code,publication_date,form_note_en,form_note_es,range_upper,range_upper_unit,range_lower,range_lower_unit,service_request_date,subtype_info_en,subtype_info_es
I-539,139A-L,SSC,"March 23, 2023",NA,NA,17.5,Months,6,Months,"October 23, 2021",Change of status to L dependent,Cambio de estatus al de dependiente L
I-539,139A-OTH,CSC,"March 23, 2023",NA,NA,16.5,Months,10,Months,"November 16, 2021",All other change of status applications,Todas las demás solicitudes de cambio de estatus
I-539,139A-OTH,NBC,"March 23, 2023",NA,NA,2.5,Months,2,Weeks,"January 12, 2023",All other change of status applications,Todas las demás solicitudes de cambio de estatus
I-539,139A-OTH,NSC,"March 23, 2023",NA,NA,22,Months,21.5,Months,"June 22, 2021",All other change of status applications,Todas las demás solicitudes de cambio de estatus
I-539,139A-OTH,YSC,"March 23, 2023",NA,NA,15.5,Months,9,Months,"December 24, 2021",All other change of status applications,Todas las demás solicitudes de cambio de estatus
I-539,139A-OTH,ESC,"March 23, 2023",NA,NA,12,Months,6.5,Months,"April 03, 2022",All other change of status applications,Todas las demás solicitudes de cambio de estatus
I-539,139B-B,CSC,"March 23, 2023",NA,NA,18.5,Months,10.5,Months,"September 15, 2021",Extension of stay for B nonimmigrant,Extensión de estadía para no inmigrante B
I-539,139B-B,NSC,"March 23, 2023",NA,NA,27.5,Months,26.5,Months,"December 20, 2020",Extension of stay for B nonimmigrant,Extensión de estadía para no inmigrante B
I-539,139B-B,YSC,"March 23, 2023",NA,NA,25.5,Months,24,Months,"February 24, 2021",Extension of stay for B nonimmigrant,Extensión de estadía para no inmigrante B
I-539,139B-B,SSC,"March 23, 2023",NA,NA,31.5,Months,31,Months,"August 13, 2020",Extension of stay for B nonimmigrant,Extensión de estadía para no inmigrante B
I-539,139B-B,ESC,"March 23, 2023",NA,NA,15,Months,11.5,Months,"January 03, 2022",Extension of stay for B nonimmigrant,Extensión de estadía para no inmigrante B
I-539,139BC-H,CSC,"March 23, 2023",NA,NA,6,Months,4.5,Months,"October 07, 2022",Extension of stay for H4 dependents with I-765,Extensión de estadía para dependientes H-4 con I-765
I-539,139BC-H,NSC,"March 23, 2023",NA,NA,6.5,Months,5,Months,"September 26, 2022",Extension of stay for H4 dependents with I-765,Extensión de estadía para dependientes H-4 con I-765
I-539,139BC-H,SSC,"March 23, 2023",NA,NA,6,Months,4.5,Months,"October 01, 2022",Extension of stay for H4 dependents with I-765,Extensión de estadía para dependientes H-4 con I-765
I-539,139BC-H,ESC,"March 23, 2023",NA,NA,5.5,Months,3.5,Months,"October 24, 2022",Extension of stay for H4 dependents with I-765,Extensión de estadía para dependientes H-4 con I-765
I-539,139B-FMJ,CSC,"March 23, 2023",NA,NA,13,Months,7,Months,"March 05, 2022",Extension of stay for F or M students and J exchange visitor category,Extensión de estadía para estudiantes F o M y para visitantes de intercambio J
I-539,139B-FMJ,NSC,"March 23, 2023",NA,NA,24.5,Months,19,Months,"March 26, 2021",Extension of stay for F or M students and J exchange visitor category,Extensión de estadía para estudiantes F o M y para visitantes de intercambio J
I-539,139B-FMJ,YSC,"March 23, 2023",NA,NA,22.5,Months,15,Months,"May 24, 2021",Extension of stay for F or M students and J exchange visitor category,Extensión de estadía para estudiantes F o M y para visitantes de intercambio J
I-539,139B-FMJ,SSC,"March 23, 2023",NA,NA,24.5,Months,14,Months,"March 26, 2021",Extension of stay for F or M students and J exchange visitor category,Extensión de estadía para estudiantes F o M y para visitantes de intercambio J
I-539,139B-FMJ,ESC,"March 23, 2023",NA,NA,15,Months,7,Months,"December 27, 2021",Extension of stay for F or M students and J exchange visitor category,Extensión de estadía para estudiantes F o M y para visitantes de intercambio J
I-539,139B-H,CSC,"March 23, 2023",NA,NA,7,Months,5,Months,"September 09, 2022",Extension of stay for H4 dependents,Extensión de estadía para dependientes H-4
I-539,139B-H,NSC,"March 23, 2023",NA,NA,6.5,Months,5.5,Months,"September 23, 2022",Extension of stay for H4 dependents,Extensión de estadía para dependientes H-4
I-539,139B-H,SSC,"March 23, 2023",NA,NA,6.5,Months,5.5,Months,"September 14, 2022",Extension of stay for H4 dependents,Extensión de estadía para dependientes H-4
I-539,139B-H,ESC,"March 23, 2023",NA,NA,6,Months,5,Months,"September 28, 2022",Extension of stay for H4 dependents,Extensión de estadía para dependientes H-4
I-539,139B-L,CSC,"March 23, 2023",NA,NA,10,Months,7,Months,"June 09, 2022",Extension of stay for L dependents,Extensión de estadía para dependientes L
I-539,139B-L,SSC,"March 23, 2023",NA,NA,8.5,Months,5,Months,"July 13, 2022",Extension of stay for L dependents,Extensión de estadía para dependientes L
I-539,139B-OTH,CSC,"March 23, 2023",NA,NA,16,Months,11.5,Months,"November 30, 2021",All other extension of stay applications,Todas las demás solicitudes de extensión
I-539,139B-OTH,NBC,"March 23, 2023",NA,NA,4.5,Months,2.5,Months,"November 22, 2022",All other extension of stay applications,Todas las demás solicitudes de extensión
I-539,139B-OTH,NSC,"March 23, 2023",NA,NA,27,Months,23.5,Months,"January 09, 2021",All other extension of stay applications,Todas las demás solicitudes de extensión
I-539,139B-OTH,YSC,"March 23, 2023",NA,NA,25,Months,24.5,Months,"March 09, 2021",All other extension of stay applications,Todas las demás solicitudes de extensión
I-539,139B-OTH,ESC,"March 23, 2023",NA,NA,9.5,Months,5.5,Months,"June 18, 2022",All other extension of stay applications,Todas las demás solicitudes de extensión
I-539,139B-T,ESC,"March 23, 2023",NA,NA,24,Months,17,Months,"March 29, 2021",Extension of stay for T nonimmigrant,Extensión de estadía para no inmigrante T
I-539,139B-U,ESC,"March 23, 2023",NA,NA,24.5,Months,10,Months,"March 22, 2021",Extension of stay for U nonimmigrant,Extensión de estadía para no inmigrante U
I-539,139C,CSC,"March 23, 2023",NA,NA,19.5,Months,16.5,Months,"August 20, 2021",Reinstatement to student status,Reinstalar el estatus de estudiante
I-539,139C,ESC,"March 23, 2023",NA,NA,24.5,Months,18.5,Months,"March 17, 2021",Reinstatement to student status,Reinstalar el estatus de estudiante
I-600,134B,NBC,"March 23, 2023",NA,NA,33,Months,19,Months,"July 04, 2020",U.S. citizen filing to adopt an orphan,Un ciudadano de los Estados Unidos adoptando a un huérfano
I-600A,134-A,NBC,"March 23, 2023",NA,NA,13.5,Months,5.5,Months,"February 25, 2022",U.S. citizen who plans to adopt a foreign-born child,Un ciudadano de los Estados Unidos que intenta adoptar a un niño de origen extranjero
I-601,144AB,NSC,"March 23, 2023",NA,NA,40.5,Months,25.5,Months,"November 13, 2019",Waiver of Grounds of Inadmissibility,Exención de Motivos de Inadmisibilidad
I-601A,144AC,NSC,"March 23, 2023",NA,NA,37,Months,36,Months,"February 27, 2020",Provisional Waiver of Unlawful Presence,Exención Provisional de Presencia Física Ilegal
I-601A,144AC,YSC,"March 23, 2023",NA,NA,43.5,Months,43,Months,"August 20, 2019",Provisional Waiver of Unlawful Presence,Exención Provisional de Presencia Física Ilegal
I-612,144A,CSC,"March 23, 2023",NA,NA,13,Months,11.5,Months,"March 11, 2022",Application for a waiver of the 2-year foreign residence requirement based on exceptional hardship or persecution,Solicitud de Exoneración del requisito de dos años de residencia en el extranjero basada en dificultades expepcionales o la persecución
I-612,144D,ESC,"March 23, 2023",NA,NA,4,Months,4,Weeks,"November 28, 2022",Application for a waiver of the 2-year foreign residence requirement,Solicitud de Exoneración del requisito de dos años de residencia en el extranjero
I-730,145,NSC,"March 23, 2023",NA,NA,NA,NA,NA,NA,"November 17, 2021",Petition for accompanying family members of an asylee,"
Solicitud para acompañar a miembros de la familia de un asilado"
I-730,145,SSC,"March 23, 2023",NA,NA,NA,NA,NA,NA,"November 07, 2020",Petition for accompanying family members of an asylee,"
Solicitud para acompañar a miembros de la familia de un asilado"
I-751,148A,CSC,"March 23, 2023",NA,NA,21.5,Months,20,Months,"June 15, 2021",Removal of lawful permanent resident conditions (spouses of U.S. citizens and lawful permanent residents),Retiro de las condiciones a residentes permanentes legales (esposos de los ciudadanos de EE.UU. y de los residentes permanentes legales)
I-751,148A,NSC,"March 23, 2023",NA,NA,21,Months,20,Months,"June 29, 2021",Removal of lawful permanent resident conditions (spouses of U.S. citizens and lawful permanent residents),Retiro de las condiciones a residentes permanentes legales (esposos de los ciudadanos de EE.UU. y de los residentes permanentes legales)
I-751,148A,YSC,"March 23, 2023",NA,NA,29.5,Months,28,Months,"October 20, 2020",Removal of lawful permanent resident conditions (spouses of U.S. citizens and lawful permanent residents),Retiro de las condiciones a residentes permanentes legales (esposos de los ciudadanos de EE.UU. y de los residentes permanentes legales)
I-751,148A,SSC,"March 23, 2023",NA,NA,26.5,Months,24,Months,"January 19, 2021",Removal of lawful permanent resident conditions (spouses of U.S. citizens and lawful permanent residents),Retiro de las condiciones a residentes permanentes legales (esposos de los ciudadanos de EE.UU. y de los residentes permanentes legales)
I-751,148A,ESC,"March 23, 2023",NA,NA,23,Months,20.5,Months,"May 01, 2021",Removal of lawful permanent resident conditions (spouses of U.S. citizens and lawful permanent residents),Retiro de las condiciones a residentes permanentes legales (esposos de los ciudadanos de EE.UU. y de los residentes permanentes legales)
I-751,148A,FOD,"March 23, 2023",NA,NA,43.5,Months,33.5,Months,"August 24, 2019",Removal of lawful permanent resident conditions (spouses of U.S. citizens and lawful permanent residents),Retiro de las condiciones a residentes permanentes legales (esposos de los ciudadanos de EE.UU. y de los residentes permanentes legales)
I-765,147-539C26,CSC,"March 23, 2023",NA,NA,8.5,Months,5.5,Months,"July 22, 2022",Based on being an H-4 spouse of an H-1B nonimmigrant (filed with I-539 H4) [(c)(26)],Basado en ser un cónyuge H-4 de un no inmigrante H-1B (presentado con el Formulario I-539 H4) [(c)(26)]
I-765,147-539C26,NSC,"March 23, 2023",NA,NA,8,Months,6,Months,"August 04, 2022",Based on being an H-4 spouse of an H-1B nonimmigrant (filed with I-539 H4) [(c)(26)],Basado en ser un cónyuge H-4 de un no inmigrante H-1B (presentado con el Formulario I-539 H4) [(c)(26)]
I-765,147-539C26,SSC,"March 23, 2023",NA,NA,7,Months,5.5,Months,"September 06, 2022",Based on being an H-4 spouse of an H-1B nonimmigrant (filed with I-539 H4) [(c)(26)],Basado en ser un cónyuge H-4 de un no inmigrante H-1B (presentado con el Formulario I-539 H4) [(c)(26)]
I-765,147-539C26,ESC,"March 23, 2023",NA,NA,5.5,Months,3.5,Months,"October 22, 2022",Based on being an H-4 spouse of an H-1B nonimmigrant (filed with I-539 H4) [(c)(26)],Basado en ser un cónyuge H-4 de un no inmigrante H-1B (presentado con el Formulario I-539 H4) [(c)(26)]
I-765,147-A18,CSC,"March 23, 2023",NA,NA,17,Months,11.5,Months,"November 08, 2021",Based on being an L-2 spouse of an L-1 nonimmigrant [(a)(18)],Basado en ser un cónyuge L-2 de un no inmigrante L-1 [(a)(18)]
I-765,147-A18,SSC,"March 23, 2023",NA,NA,18,Months,12,Months,"October 05, 2021",Based on being an L-2 spouse of an L-1 nonimmigrant [(a)(18)],Basado en ser un cónyuge L-2 de un no inmigrante L-1 [(a)(18)]
I-765,147-A18,ESC,"March 23, 2023",NA,NA,22.5,Months,17.5,Months,"May 25, 2021",Based on being an L-2 spouse of an L-1 nonimmigrant [(a)(18)],Basado en ser un cónyuge L-2 de un no inmigrante L-1 [(a)(18)]
I-765,147-A3,NSC,"March 23, 2023",NA,NA,9,Months,4.5,Months,"June 28, 2022",Based on being admitted as a Refugee [(a)(3)],Basado en haber sido admitido como refugiado [(a)(3)]
I-765,147-A5,NSC,"March 23, 2023",NA,NA,6.5,Months,4.5,Months,"September 13, 2022",Based on an approved asylum application [(a)(5)],Basada en una solicitud de asilo aprobada [(a)(5)]
I-765,147-A5,SSC,"March 23, 2023",NA,NA,20.5,Months,15.5,Months,"July 24, 2021",Based on an approved asylum application [(a)(5)],Basada en una solicitud de asilo aprobada [(a)(5)]
I-765,147-C10,NBC,"March 23, 2023",NA,NA,12,Months,11,Months,"April 06, 2022",Application for Suspension of Deportation/Sec.244/NACARA/Cancel of Removal [(c)(10)],Solicitud de Suspensión de Deportación /Secc.244/NACARA/Cancelación de Remoción [(c)(10)]
I-765,147-C18,NBC,"March 23, 2023",NA,NA,11.5,Months,8.5,Months,"April 25, 2022",Alien with Final Order of Deportation Under an OSUP [(c)(18)],Extranjero con una Orden Final de Deportación bajo un OSUP [(c)(18)]
I-765,147-C26,CSC,"March 23, 2023",NA,NA,9.5,Months,6.5,Months,"June 14, 2022",Based on being an H-4 spouse of an H-1B nonimmigrant (Standalone; not filed with I-539 H4) [(c)(26)],"Basado en ser un cónyuge de un no inmigrante H-1B (presentado independientemente, no con el I-539 H4) [(c)(26)]"
I-765,147-C26,NSC,"March 23, 2023",NA,NA,12,Months,10,Months,"April 06, 2022",Based on being an H-4 spouse of an H-1B nonimmigrant (Standalone; not filed with I-539 H4) [(c)(26)],"Basado en ser un cónyuge de un no inmigrante H-1B (presentado independientemente, no con el I-539 H4) [(c)(26)]"
I-765,147-C26,SSC,"March 23, 2023",NA,NA,6.5,Months,5.5,Months,"September 19, 2022",Based on being an H-4 spouse of an H-1B nonimmigrant (Standalone; not filed with I-539 H4) [(c)(26)],"Basado en ser un cónyuge de un no inmigrante H-1B (presentado independientemente, no con el I-539 H4) [(c)(26)]"
I-765,147-C26,ESC,"March 23, 2023",NA,NA,5,Months,3.5,Months,"October 31, 2022",Based on being an H-4 spouse of an H-1B nonimmigrant (Standalone; not filed with I-539 H4) [(c)(26)],"Basado en ser un cónyuge de un no inmigrante H-1B (presentado independientemente, no con el I-539 H4) [(c)(26)]"
I-765,147-C3,YSC,"March 23, 2023",NA,NA,4,Months,4,Weeks,"November 28, 2022",Based on a request by a qualified F-1 academic student [(c)(3)],Basada en una petición por un estudiante académico cualificado F-1 [(c)(3)]
I-765,147-C33,CSC,"March 23, 2023",NA,NA,3.5,Months,5,Months,,"Based on an approved, concurrently filed, I-821D [(c)(33)]","Basado en un I-821D, Examen de acción diferida para llegadas Infancia (c)(33) aprobada y presentada simultáneamente"
I-765,147-C33,NSC,"March 23, 2023",NA,NA,3.5,Months,2,Months,"December 13, 2022","Based on an approved, concurrently filed, I-821D [(c)(33)]","Basado en un I-821D, Examen de acción diferida para llegadas Infancia (c)(33) aprobada y presentada simultáneamente"
I-765,147-C33,ESC,"March 23, 2023",NA,NA,3.5,Months,23,Months,"December 13, 2022","Based on an approved, concurrently filed, I-821D [(c)(33)]","Basado en un I-821D, Examen de acción diferida para llegadas Infancia (c)(33) aprobada y presentada simultáneamente"
I-765,147-C8,NSC,"March 23, 2023",NA,NA,15,Months,14.5,Months,"January 09, 2022",Based on a pending asylum application [(c)(8)] -renewal/replacement,Basada en una solicitud de asilo pendiente [(c)(8)] -renovación/reemplazo
I-765,147-C8,YSC,"March 23, 2023",NA,NA,14.5,Months,14,Months,"January 11, 2022",Based on a pending asylum application [(c)(8)] -renewal/replacement,Basada en una solicitud de asilo pendiente [(c)(8)] -renovación/reemplazo
I-765,147-C8,SSC,"March 23, 2023",NA,NA,10,Months,3,Months,"June 06, 2022",Based on a pending asylum application [(c)(8)] -renewal/replacement,Basada en una solicitud de asilo pendiente [(c)(8)] -renovación/reemplazo
I-765,147-C8I,YSC,"March 23, 2023",NA,NA,4,Weeks,4,Weeks,"March 03, 2023",Based on a pending asylum application [(c)(8)] – Initial Application,Basada en una solicitud de asilo pendiente [(c)(8)] - Solicitud Inicial
I-765,147-C8I,SSC,"March 23, 2023",NA,NA,4,Weeks,4,Weeks,"March 03, 2023",Based on a pending asylum application [(c)(8)] – Initial Application,Basada en una solicitud de asilo pendiente [(c)(8)] - Solicitud Inicial
I-765,147-C9,CSC,"March 23, 2023",NA,NA,25,Months,18.5,Months,"March 01, 2021",Based on a pending I-485 adjustment application [(c)(9)],Basada en una solicitud de ajuste pendiente  I-485 [(c)(9)]
I-765,147-C9,NBC,"March 23, 2023",NA,NA,15.5,Months,11.5,Months,"December 23, 2021",Based on a pending I-485 adjustment application [(c)(9)],Basada en una solicitud de ajuste pendiente  I-485 [(c)(9)]
I-765,147-C9,NSC,"March 23, 2023",NA,NA,20.5,Months,17,Months,"July 26, 2021",Based on a pending I-485 adjustment application [(c)(9)],Basada en una solicitud de ajuste pendiente  I-485 [(c)(9)]
I-765,147-C9,SSC,"March 23, 2023",NA,NA,18.5,Months,16.5,Months,"September 20, 2021",Based on a pending I-485 adjustment application [(c)(9)],Basada en una solicitud de ajuste pendiente  I-485 [(c)(9)]
I-765,147-C9,ESC,"March 23, 2023",NA,NA,18,Months,15,Months,"October 02, 2021",Based on a pending I-485 adjustment application [(c)(9)],Basada en una solicitud de ajuste pendiente  I-485 [(c)(9)]
I-765,147-ELSAL,SSC,"March 23, 2023",NA,NA,13,Months,8,Months,"March 10, 2022","Based on TPS for El Salvador [(c)(19), (a)(12)]","Basada en el TPS para El Salvador [(c)(19), (a)(12)]"
I-765,147-ELSAL,ESC,"March 23, 2023",NA,NA,7.5,Months,3,Months,"August 12, 2022","Based on TPS for El Salvador [(c)(19), (a)(12)]","Basada en el TPS para El Salvador [(c)(19), (a)(12)]"
I-765,147-HAITI,CSC,"March 23, 2023",NA,NA,16.5,Months,15.5,Months,"November 12, 2021","Haiti extension [(c)(19), (a)(12)]","Extensión - Haití [(c)(19), (a)(12)]"
I-765,147-OTH,CSC,"March 23, 2023",NA,NA,16,Months,14,Months,"December 06, 2021",All other applications for employment authorization,Todas las demás solicitudes para autorización de empleo
I-765,147-OTH,NBC,"March 23, 2023",NA,NA,12.5,Months,6.5,Months,"March 27, 2022",All other applications for employment authorization,Todas las demás solicitudes para autorización de empleo
I-765,147-OTH,NSC,"March 23, 2023",NA,NA,11.5,Months,8,Months,"April 17, 2022",All other applications for employment authorization,Todas las demás solicitudes para autorización de empleo
I-765,147-OTH,YSC,"March 23, 2023",NA,NA,19,Months,17.5,Months,"September 05, 2021",All other applications for employment authorization,Todas las demás solicitudes para autorización de empleo
I-765,147-OTH,SSC,"March 23, 2023",NA,NA,12.5,Months,7,Months,"March 16, 2022",All other applications for employment authorization,Todas las demás solicitudes para autorización de empleo
I-765,147-OTH,ESC,"March 23, 2023",NA,NA,15,Months,8,Months,"January 04, 2022",All other applications for employment authorization,Todas las demás solicitudes para autorización de empleo
I-765V,147-V,ESC,"March 23, 2023",NA,NA,15,Months,9,Months,"January 09, 2022","Abused spouse of an A, E-3, G, or H nonimmigrant [(c)(27-30)]",Todas las demás solicitudes para autorización de empleo [(c)(27-30)]
I-800,800M,NBC,"March 23, 2023",NA,NA,6.5,Months,2.5,Months,"September 26, 2022",Petition to Classify Convention Adoptee as an Immediate Relative,Petición para Clasificar a un Adoptado de Convención como Familiar Inmediato
I-800A,800A,NBC,"March 23, 2023",NA,NA,5.5,Months,4,Months,"October 22, 2022",Application for Determination of Suitability to Adopt a Child from a Convention Country,Solicitud de Determinación de idoneidad para adoptar un niño de un país de la Convención
I-817,150,NBC,"March 23, 2023",NA,NA,69.5,Months,69,Months,"July 02, 2017",Voluntary departure under the family unity program,Salida voluntaria bajo programa de la unidad de la familia
I-817,150,SSC,"March 23, 2023",NA,NA,19,Months,12,Months,"September 04, 2021",Voluntary departure under the family unity program,Salida voluntaria bajo programa de la unidad de la familia
I-821,821AF_I,ESC,"March 23, 2023",NA,NA,7.5,Months,6,Months,"August 13, 2022",Afghanistan Initial,Inscripción Inicial para Afghanistan
I-821,821MM_I,CSC,"March 23, 2023",NA,NA,9.5,Months,3.5,Months,"June 20, 2022",Burma Initial,Inscripción Inicial para Birmania
I-821,821SV_I,SSC,"March 23, 2023",NA,NA,13.5,Months,10.5,Months,"February 22, 2022",El Salvador Initial,Inscripción Inicial para El Salvador
I-821,821SV_I,ESC,"March 23, 2023",NA,NA,14.5,Months,12.5,Months,"January 24, 2022",El Salvador Initial,Inscripción Inicial para El Salvador
I-821,821SV_R,NSC,"March 23, 2023",NA,NA,19.5,Months,16.5,Months,"August 23, 2021",El Salvador Re-registration,Reinscripción para El Salvador
I-821,821SV_R,SSC,"March 23, 2023",NA,NA,15,Months,13,Months,"January 02, 2022",El Salvador Re-registration,Reinscripción para El Salvador
I-821,821SV_R,ESC,"March 23, 2023",NA,NA,13,Months,6.5,Months,"March 10, 2022",El Salvador Re-registration,Reinscripción para El Salvador
I-821,821HT_I,CSC,"March 23, 2023",NA,NA,17,Months,15.5,Months,"November 10, 2021",Haiti Initial,Inscripción Inicial para Haití
I-821,821HN_I,ESC,"March 23, 2023",NA,NA,13.5,Months,10.5,Months,"February 15, 2022",Honduras Initial,Inscripción Inicial para Honduras
I-821,821HN_R,ESC,"March 23, 2023",NA,NA,12.5,Months,9.5,Months,"March 19, 2022",Honduras Re-registration,Reinscripción para Honduras
I-821,821NP_I,NSC,"March 23, 2023",NA,NA,22.5,Months,21.5,Months,"May 17, 2021",Nepal Initial,Inscripción Inicial para Nepal
I-821,821NP_R,NSC,"March 23, 2023",NA,NA,20,Months,16,Months,"August 10, 2021",Nepal Re-registration,Reinscripción para Nepal
I-821,821NI_I,SSC,"March 23, 2023",NA,NA,17.5,Months,12,Months,"October 26, 2021",Nicaragua Initial,Inscripción Inicial para Nicaragua
I-821,821NI_R,SSC,"March 23, 2023",NA,NA,14.5,Months,4.5,Months,"January 18, 2022",Nicaragua Re-registration,Reinscripción para Nicaragua
I-821,821SO_I,ESC,"March 23, 2023",NA,NA,17,Months,16.5,Months,"October 28, 2021",Somalia Initial,Inscripción Inicial para Somalia
I-821,821SO_R,ESC,"March 23, 2023",NA,NA,47,Months,17,Months,"May 06, 2019",Somalia Re-registration,Reinscripción para Somalia
I-821,821SS_I,ESC,"March 23, 2023",NA,NA,26,Months,15.5,Months,"February 05, 2021",South Sudan Initial,Inscripción Inicial para Sudán del Sur
I-821,821SS_R,ESC,"March 23, 2023",NA,NA,9.5,Months,7,Months,"June 16, 2022",South Sudan Re-registration,Reinscripción para Sudán del Sur
I-821,821SD_I,ESC,"March 23, 2023",NA,NA,7.5,Months,6,Months,"August 23, 2022",Sudan Initial,Inscripción Inicial para Sudán
I-821,821SD_R,ESC,"March 23, 2023",NA,NA,7,Months,6.5,Months,"September 26, 2022",Sudan Re-registration,Reinscripción para Sudán
I-821,821SY_I,ESC,"March 23, 2023",NA,NA,18.5,Months,16.5,Months,"September 20, 2021",Syria Initial,Inscripción Inicial para Siria
I-821,821SY_R,ESC,"March 23, 2023",NA,NA,16,Months,4.5,Months,"November 27, 2021",Syria Re-registration,Reinscripción para Siria
I-821,821UA_I,NSC,"March 23, 2023",NA,NA,7.5,Months,7,Months,"August 21, 2022",Ukraine Initial,Inscripción Inicial para Ucrania
I-821,821VE_I,YSC,"March 23, 2023",NA,NA,19,Months,18,Months,"September 07, 2021",Venezuela Initial,Inscripción Inicial para Venezuela
I-821,821YE_I,ESC,"March 23, 2023",NA,NA,17.5,Months,14,Months,"October 17, 2021",Yemen Initial,Inscripción Inicial para Yemen
I-821,821YE_R,ESC,"March 23, 2023",NA,NA,30.5,Months,16,Months,"September 21, 2020",Yemen Re-registration,Reinscripción para Yemen
I-821D,149-CAT,NSC,"March 23, 2023",NA,NA,NA,NA,NA,NA,"December 13, 2022",Renewal,Renovación
I-821D,149-CAT,ESC,"March 23, 2023",NA,NA,NA,NA,NA,NA,"December 13, 2022",Renewal,Renovación
I-821D,149-ECA,CSC,"March 23, 2023",NA,NA,NA,NA,NA,NA,,Request for Deferred Action,Solicitud para Acción Diferida
I-821D,149-ECA,ESC,"March 23, 2023",NA,NA,NA,NA,NA,NA,,Request for Deferred Action,Solicitud para Acción Diferida
I-824,153,CSC,"March 23, 2023",NA,NA,6,Months,4,Months,"September 30, 2022",To request further action on an approved application or petition,Para solicitar acción adicional en una solicitud o una petición aprobada
I-824,153,NBC,"March 23, 2023",NA,NA,12.5,Months,5,Months,"March 23, 2022",To request further action on an approved application or petition,Para solicitar acción adicional en una solicitud o una petición aprobada
I-824,153,NSC,"March 23, 2023",NA,NA,24,Months,20.5,Months,"April 02, 2021",To request further action on an approved application or petition,Para solicitar acción adicional en una solicitud o una petición aprobada
I-824,153,SSC,"March 23, 2023",NA,NA,17.5,Months,13,Months,"October 17, 2021",To request further action on an approved application or petition,Para solicitar acción adicional en una solicitud o una petición aprobada
I-824,153,ESC,"March 23, 2023",NA,NA,18.5,Months,14,Months,"September 14, 2021",To request further action on an approved application or petition,Para solicitar acción adicional en una solicitud o una petición aprobada
I-829,148C,IPO,"March 23, 2023",NA,NA,75.5,Months,66.5,Months,"December 20, 2016",Removal of lawful permanent resident conditions (immigrant investors),Retiro de las condiciones a residentes permanentes legales (inversionistas inmigrantes)
I-90,140A,YSC,"March 23, 2023",NA,NA,26.5,Months,20,Months,"January 20, 2021",Initial issuance or replacement,Emisión o reemplazo inicial
I-90,140B,YSC,"March 23, 2023",NA,NA,21.5,Months,21,Months,"June 14, 2021",10-year renewal,Renovación de diez años
I-914,914T,ESC,"March 23, 2023",NA,NA,24,Months,17,Months,"April 12, 2021",Provides temporary immigration benefits to noncitizen victims of trafficking and their eligible family members,Proporciona beneficios temporales de inmigración a no ciudadanos víctimas de la trata de personas y sus familiares elegibles
I-918,918ABFD,NSC,"March 23, 2023",NA,NA,65.5,Months,60.5,Months,"October 22, 2017","Petition for a noncitizen who is a victim of qualifying criminal activity, and their qualifying family members (Time from Initial Filing to Bona Fide Determination (BFD) Review)",Petición para un no ciudadano que es una víctima de una actividad criminal cualificada y sus familiares elegibles (Tiempo para una Presentación Inicial de Evaluación de Determinación de Autenticidad (BFD))
I-918,918ABFD,ESC,"March 23, 2023",NA,NA,67,Months,59,Months,"September 06, 2017","Petition for a noncitizen who is a victim of qualifying criminal activity, and their qualifying family members (Time from Initial Filing to Bona Fide Determination (BFD) Review)",Petición para un no ciudadano que es una víctima de una actividad criminal cualificada y sus familiares elegibles (Tiempo para una Presentación Inicial de Evaluación de Determinación de Autenticidad (BFD))
I-924,924-EB5A,IPO,"March 23, 2023",NA,NA,NA,NA,NA,NA,,I924 - Application for Regional Center Under the Immigrant Investor Pilot Program,Solicitud para Centro Regional bajo el Programa Piloto de Inversionistas Inmigrantes
I-929,929,ESC,"March 23, 2023",NA,NA,33,Months,27,Months,"June 30, 2020",Family member of U nonimmigrant,Familiar de no inmigrante U
N-400,160A,AGA,"March 23, 2023",NA,NA,15.5,Months,8.5,Months,"December 19, 2021",Application for Naturalization,Solicitud de Naturalización
N-400,160A,ALB,"March 23, 2023",NA,NA,21.5,Months,13.5,Months,"June 13, 2021",Application for Naturalization,Solicitud de Naturalización
N-400,160A,ABQ,"March 23, 2023",NA,NA,17,Months,9.5,Months,"November 03, 2021",Application for Naturalization,Solicitud de Naturalización
N-400,160A,ANC,"March 23, 2023",NA,NA,17,Months,11.5,Months,"October 28, 2021",Application for Naturalization,Solicitud de Naturalización
N-400,160A,ATL,"March 23, 2023",NA,NA,18.5,Months,12,Months,"September 16, 2021",Application for Naturalization,Solicitud de Naturalización
N-400,160A,BAL,"March 23, 2023",NA,NA,25.5,Months,14,Months,"February 20, 2021",Application for Naturalization,Solicitud de Naturalización
N-400,160A,BOI,"March 23, 2023",NA,NA,19.5,Months,8.5,Months,"August 16, 2021",Application for Naturalization,Solicitud de Naturalización
N-400,160A,BOS,"March 23, 2023",NA,NA,20,Months,12,Months,"August 11, 2021",Application for Naturalization,Solicitud de Naturalización
N-400,160A,BNY,"March 23, 2023",NA,NA,14,Months,10,Months,"February 08, 2022",Application for Naturalization,Solicitud de Naturalización
N-400,160A,BUF,"March 23, 2023",NA,NA,14.5,Months,9.5,Months,"January 17, 2022",Application for Naturalization,Solicitud de Naturalización
N-400,160A,STA,"March 23, 2023",NA,NA,23,Months,16,Months,"April 29, 2021",Application for Naturalization,Solicitud de Naturalización
N-400,160A,CHL,"March 23, 2023",NA,NA,23,Months,12.5,Months,"April 30, 2021",Application for Naturalization,Solicitud de Naturalización
